name,imageUrl,url,marketPrice,extNumber
Whitey Bay,https://tcgplayer-cdn.tcgplayer.com/product/486334_200w.jpg,https://cpt.tcgcsv.com/JxV5,0.1,[DON!! x1] This Character can also attack your opponent's active Characters.,1000
Makino,https://tcgplayer-cdn.tcgplayer.com/product/486335_200w.jpg,https://cpt.tcgcsv.com/KxV5,0.13,[Activate:Main] <strong>You may rest this Character</strong>: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,2000
Magura,https://tcgplayer-cdn.tcgplayer.com/product/486336_200w.jpg,https://cpt.tcgcsv.com/LxV5,0.08,[On Play] Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,1000
Masked Deuce,https://tcgplayer-cdn.tcgplayer.com/product/486337_200w.jpg,https://cpt.tcgcsv.com/MxV5,0.13,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 2000 power or less.,2000
Marco,https://tcgplayer-cdn.tcgplayer.com/product/486338_200w.jpg,https://cpt.tcgcsv.com/NxV5,0.19,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On K.O.] <strong>You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand</strong>: If you have 2 or less Life cards, play this Character card from your trash rested.",1000
Rakuyo,https://tcgplayer-cdn.tcgplayer.com/product/486339_200w.jpg,https://cpt.tcgcsv.com/PxV5,0.05,"[DON!! x1] [Your Turn] All of your Characters with a type including ""Whitebeard Pirates"" gain +1000 power.",1000
LittleOars Jr.,https://tcgplayer-cdn.tcgplayer.com/product/486340_200w.jpg,https://cpt.tcgcsv.com/QxV5,0.1,,1000
Seaquake,https://tcgplayer-cdn.tcgplayer.com/product/486341_200w.jpg,https://cpt.tcgcsv.com/RxV5,0.42,"[Main] If your Leader's type includes ""Whitebeard Pirates"", K.O. up to 1 of your opponent's Characters with 3000 power or less.
<br>
[Trigger] Give up to 1 of your opponent's Leader or Character cards -3000 power during this turn.",
Whitebeard Pirates,https://tcgplayer-cdn.tcgplayer.com/product/486342_200w.jpg,https://cpt.tcgcsv.com/SxV5,0.19,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 Character card with a type including ""Whitebeard Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order.
<br>
[Trigger] Activate this card's [Main] effect.",
You May Be a Fool...but I Still Love You,https://tcgplayer-cdn.tcgplayer.com/product/486343_200w.jpg,https://cpt.tcgcsv.com/TxV5,0.05,"[Main] If you have 3 or less Life cards, you cannot add Life cards to your hand using your own effects during this turn.
<br>
[Trigger] Up to 1 of your Leader gains +1000 power during this turn.",
Moby Dick,https://tcgplayer-cdn.tcgplayer.com/product/486344_200w.jpg,https://cpt.tcgcsv.com/VxV5,0.1,"[Your Turn] If you have 1 or less Life cards, your [Edward.Newgate] and all your Characters with a type including ""Whitebeard Pirates"" gain +2000 power.
<br>
[Trigger] Play this card.",
Kin'emon,https://tcgplayer-cdn.tcgplayer.com/product/486345_200w.jpg,https://cpt.tcgcsv.com/WxV5,0.23,"[Activate:Main] [Once Per Turn] If you have 1 or less Characters, the next time you play a [Land of Wano] type Character card with a cost of 3 or more from your hand during this turn, the cost will be reduced by 1.",
Sanji,https://tcgplayer-cdn.tcgplayer.com/product/486346_200w.jpg,https://cpt.tcgcsv.com/XxV5,0.18,"[Once Per Turn] When you play a Character with no base effect from your hand, if you have 3 or less Characters, set up to 2 of your DON!! cards as active.",
Inuarashi,https://tcgplayer-cdn.tcgplayer.com/product/486347_200w.jpg,https://cpt.tcgcsv.com/ZxV5,0.11,"If all of your DON!! cards are rested, this Character cannot be removed from the field by your opponent's effects.",1000
Usopp,https://tcgplayer-cdn.tcgplayer.com/product/486348_200w.jpg,https://cpt.tcgcsv.com/-xV5,0.11,,1000
Carrot,https://tcgplayer-cdn.tcgplayer.com/product/486349_200w.jpg,https://cpt.tcgcsv.com/_xV5,0.89,[End of Your Turn] Set up to 1 of your DON!! cards as active.,2000
Kouzuki Oden,https://tcgplayer-cdn.tcgplayer.com/product/486350_200w.jpg,https://cpt.tcgcsv.com/0zV5,1.27,"[Activate:Main] [Once Per Turn] (3) <em>(You may rest the specified number of DON!! cards in your cost area.)</em>: Set this Character as active.
<br>
[On K.O.] Play up to 1 green ""Land of Wano"" type Character card with a cost of 3 from your deck. Then, shuffle your deck.",
Kouzuki Toki,https://tcgplayer-cdn.tcgplayer.com/product/486351_200w.jpg,https://cpt.tcgcsv.com/2zV5,0.12,"If you have a [Kouzuki Oden] Character, this Character gains [Blocker]. <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",1000
Shishilian,https://tcgplayer-cdn.tcgplayer.com/product/486352_200w.jpg,https://cpt.tcgcsv.com/3zV5,0.14,[On Play] (2) <em>(You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your [Minks] type Characters with a cost of 5 or less as active.,1000
Jinbe,https://tcgplayer-cdn.tcgplayer.com/product/486353_200w.jpg,https://cpt.tcgcsv.com/5zV5,0.09,,1000
Tony Tony.Chopper,https://tcgplayer-cdn.tcgplayer.com/product/486354_200w.jpg,https://cpt.tcgcsv.com/6zV5,0.34,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,2000
Trafalgar Law,https://tcgplayer-cdn.tcgplayer.com/product/486355_200w.jpg,https://cpt.tcgcsv.com/7zV5,0.1,[Activate:Main] (1) <em>(You may rest the specified number of DON!! cards in your cost area.)</em> <strong>You may return this Character to the owner's hand</strong>: Play up to 1 Character with a cost of 3 from your hand.,1000
Nami,https://tcgplayer-cdn.tcgplayer.com/product/486356_200w.jpg,https://cpt.tcgcsv.com/8zV5,8.6,"[On Play]/[When Attacking] (1) <em>(You may rest the specified number of DON!! cards in your cost area.)</em>: Look at 3 cards from the top of your deck; reveal up to 1 ""FILM"" type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",
Nico Robin,https://tcgplayer-cdn.tcgplayer.com/product/486357_200w.jpg,https://cpt.tcgcsv.com/9zV5,0.12,[On Play] Play up to 1 [FILM] or [Straw Hat Crew] type Character card with a cost of 2 or less from your hand.,1000
Nekomamushi,https://tcgplayer-cdn.tcgplayer.com/product/486359_200w.jpg,https://cpt.tcgcsv.com/czV5,0.1,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",
Franky,https://tcgplayer-cdn.tcgplayer.com/product/486361_200w.jpg,https://cpt.tcgcsv.com/fzV5,0.08,,1000
Brook,https://tcgplayer-cdn.tcgplayer.com/product/486363_200w.jpg,https://cpt.tcgcsv.com/hzV5,0.32,[On Play] Play up to 1 [FILM] or [Straw Hat Crew] type Character card with a cost of 3 or less from your hand.,1000
Brook,https://tcgplayer-cdn.tcgplayer.com/product/486363_200w.jpg,https://cpt.tcgcsv.com/hzV5,0.36,[On Play] Play up to 1 [FILM] or [Straw Hat Crew] type Character card with a cost of 3 or less from your hand.,1000
Monkey.D.Luffy (041),https://tcgplayer-cdn.tcgplayer.com/product/486367_200w.jpg,https://cpt.tcgcsv.com/mzV5,0.7,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Play] Play up to 1 ""FILM"" or ""Straw Hat Crew"" type Character card with a cost of 4 or less from your hand.",
Monkey.D.Luffy (041),https://tcgplayer-cdn.tcgplayer.com/product/486367_200w.jpg,https://cpt.tcgcsv.com/mzV5,0.5,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Play] Play up to 1 ""FILM"" or ""Straw Hat Crew"" type Character card with a cost of 4 or less from your hand.",
Yamato,https://tcgplayer-cdn.tcgplayer.com/product/486369_200w.jpg,https://cpt.tcgcsv.com/pzV5,0.5,"Also treat this card's name as [Kouzuki Oden] according to the rules.
<br>
[On Play] Rest up to 1 of your opponent's Characters with a cost of 6 or less.",
Roronoa Zoro,https://tcgplayer-cdn.tcgplayer.com/product/486371_200w.jpg,https://cpt.tcgcsv.com/rzV5,0.14,,1000
Wanda,https://tcgplayer-cdn.tcgplayer.com/product/486374_200w.jpg,https://cpt.tcgcsv.com/vzV5,0.07,[On Play] Play up to 1 [Minks] type Character card other than [Wanda] with a cost of 3 or less from your hand.,1000
Three Sword Style Oni Giri,https://tcgplayer-cdn.tcgplayer.com/product/486375_200w.jpg,https://cpt.tcgcsv.com/wzV5,0.07,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, play up to 1 Character card with a cost of 3 or less and no base effect from your hand.
<br>
[Trigger] Rest up to 1 of your opponent's Leader or Character cards with a cost of 5 or less.",
Diable Jambe Venaison Shoot,https://tcgplayer-cdn.tcgplayer.com/product/486378_200w.jpg,https://cpt.tcgcsv.com/BzV5,0.1,"[Main] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.
<br>
[Trigger] Play up to 1 Character card with a cost of 4 or less and no base effect from your hand.",
Paradise Totsuka,https://tcgplayer-cdn.tcgplayer.com/product/486380_200w.jpg,https://cpt.tcgcsv.com/DzV5,0.25,"[Main] Rest up to 1 of your opponent's Characters with a cost of 4 or less.
<br>
[Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",
Land of Wano,https://tcgplayer-cdn.tcgplayer.com/product/486382_200w.jpg,https://cpt.tcgcsv.com/GzV5,0.04,[Activate:Main] <strong>You may trash 1 [Land of Wano] type card from your hand and rest this Stage</strong>: Set up to 1 of your DON!! cards as active.,
Emporio.Ivankov (049),https://tcgplayer-cdn.tcgplayer.com/product/486387_200w.jpg,https://cpt.tcgcsv.com/MzV5,0.21,"[End of Your Turn] If you have 0 cards in your hand, draw 2 cards.",
Inazuma,https://tcgplayer-cdn.tcgplayer.com/product/486389_200w.jpg,https://cpt.tcgcsv.com/PzV5,0.18,"If you have 1 or less cards in your hand, this Character gains +2000 power.
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",1000
Emporio.Ivankov (051),https://tcgplayer-cdn.tcgplayer.com/product/486390_200w.jpg,https://cpt.tcgcsv.com/QzV5,1.16,[On Play] Draw card(s) so that you have 3 cards in your hand and then play up to 1 blue [Impel Down] type Character card with a cost of 6 or less from your hand.,
Cabaji,https://tcgplayer-cdn.tcgplayer.com/product/486391_200w.jpg,https://cpt.tcgcsv.com/RzV5,0.08,"[On Play] If you have [Mohji], draw 2 cards and trash 1 card from your hand.",1000
Crocodile,https://tcgplayer-cdn.tcgplayer.com/product/486392_200w.jpg,https://cpt.tcgcsv.com/SzV5,0.11,,1000
Gecko Moria,https://tcgplayer-cdn.tcgplayer.com/product/486393_200w.jpg,https://cpt.tcgcsv.com/TzV5,0.08,,1000
Dracule Mihawk,https://tcgplayer-cdn.tcgplayer.com/product/486394_200w.jpg,https://cpt.tcgcsv.com/VzV5,0.1,,1000
Donquixote Doflamingo,https://tcgplayer-cdn.tcgplayer.com/product/486395_200w.jpg,https://cpt.tcgcsv.com/WzV5,0.12,"[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.
<br>
[DON!! x1] [When Attacking] <strong>You may trash 1 card from your hand</strong>: Place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck.",
Bartholomew Kuma,https://tcgplayer-cdn.tcgplayer.com/product/486396_200w.jpg,https://cpt.tcgcsv.com/XzV5,0.07,"[On Play] Look at 2 cards from the top of your deck; reveal up to 1 [The Seven Warlords of the Sea] type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",1000
Buggy,https://tcgplayer-cdn.tcgplayer.com/product/486397_200w.jpg,https://cpt.tcgcsv.com/ZzV5,0.28,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 blue [Impel Down] type card other than [Buggy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",1000
Boa Hancock,https://tcgplayer-cdn.tcgplayer.com/product/486398_200w.jpg,https://cpt.tcgcsv.com/-zV5,0.16,"[When Attacking] Draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",1000
Mohji,https://tcgplayer-cdn.tcgplayer.com/product/486399_200w.jpg,https://cpt.tcgcsv.com/_zV5,0.04,,1000
Morley,https://tcgplayer-cdn.tcgplayer.com/product/486400_200w.jpg,https://cpt.tcgcsv.com/0BV5,0.06,"[When Attacking] If you have 1 or less cards in your hand, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle.",1000
Mr.1 (Daz.Bonez),https://tcgplayer-cdn.tcgplayer.com/product/486401_200w.jpg,https://cpt.tcgcsv.com/2BV5,0.28,[On Play] Add up to 1 blue Event card with a cost of 1 from your trash to your hand.,1000
Mr.2.Bon.Kurei (Bentham),https://tcgplayer-cdn.tcgplayer.com/product/486402_200w.jpg,https://cpt.tcgcsv.com/3BV5,1.08,"[DON!! x1] [When Attacking] <strong>You may trash 1 card from your hand</strong>: Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck. Then, at the end of this battle, place this Character at the bottom of the owner's deck.",2000
Mr.3 (Galdino),https://tcgplayer-cdn.tcgplayer.com/product/486403_200w.jpg,https://cpt.tcgcsv.com/5BV5,0.22,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[End of Your Turn] <strong>You may trash 1 card from your hand</strong>: Set this Character as active.",1000
Impel Down All Stars,https://tcgplayer-cdn.tcgplayer.com/product/486404_200w.jpg,https://cpt.tcgcsv.com/6BV5,0.23,"[Main] <strong>You may trash 2 cards from your hand</strong>: If your Leader has the [Impel Down] type, draw up to 2 cards.
<br>
[Trigger] Draw 2 cards.",
Arabesque Brick Fist,https://tcgplayer-cdn.tcgplayer.com/product/486405_200w.jpg,https://cpt.tcgcsv.com/7BV5,0.2,"[Main] Return up to 1 Character with a cost of 4 or less to the owner's hand.
<br>
[Trigger] Activate this card's [Main] effect.",
Gum-Gum Rain,https://tcgplayer-cdn.tcgplayer.com/product/486406_200w.jpg,https://cpt.tcgcsv.com/8BV5,1.1,"[Counter] <strong>You may trash 1 card from your hand</strong>: Up to 1 of your Leader or Character cards gains +3000 power during this battle.
<br>
[Trigger] Return up to 1 Character with a cost of 2 or less to the owner's hand.",
DEATH WINK,https://tcgplayer-cdn.tcgplayer.com/product/486407_200w.jpg,https://cpt.tcgcsv.com/9BV5,0.14,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, draw cards so that you have 2 cards in your hand.
<br>
[Trigger] Return up to 1 Character with a cost of 7 or less to the owner's hand.",
New Kama Land,https://tcgplayer-cdn.tcgplayer.com/product/486408_200w.jpg,https://cpt.tcgcsv.com/bBV5,0.05,"[Activate:Main] <strong>You may rest this Stage</strong>: If your Leader is [Emporio.Ivankov], draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",
Magellan (071),https://tcgplayer-cdn.tcgplayer.com/product/486410_200w.jpg,https://cpt.tcgcsv.com/dBV5,0.21,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, this Leader gains +1000 power during this turn.",
Little Sadi,https://tcgplayer-cdn.tcgplayer.com/product/486413_200w.jpg,https://cpt.tcgcsv.com/hBV5,0.28,[On Play] Play up to 1 [Jailer Beast] type Character card from your hand.,2000
Saldeath,https://tcgplayer-cdn.tcgplayer.com/product/486416_200w.jpg,https://cpt.tcgcsv.com/lBV5,0.05,"Your [Blugori] gains [Blocker]. <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",1000
Shiki,https://tcgplayer-cdn.tcgplayer.com/product/486419_200w.jpg,https://cpt.tcgcsv.com/pBV5,0.14,[Trigger] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Play this card.,2000
Shiryu,https://tcgplayer-cdn.tcgplayer.com/product/486422_200w.jpg,https://cpt.tcgcsv.com/sBV5,0.13,[On Play] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,1000
Solitaire,https://tcgplayer-cdn.tcgplayer.com/product/486425_200w.jpg,https://cpt.tcgcsv.com/wBV5,0.09,,1000
Daifugo,https://tcgplayer-cdn.tcgplayer.com/product/486433_200w.jpg,https://cpt.tcgcsv.com/HBV5,0.05,[On Play] DON!! -2 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Play up to 1 [SMILE] type Character card other than [Daifugo] with a cost of 3 or less from your hand.,
Douglas Bullet,https://tcgplayer-cdn.tcgplayer.com/product/486436_200w.jpg,https://cpt.tcgcsv.com/LBV5,0.1,[On Play] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Rest up to 1 of your opponent's Characters with a cost of 4 or less.,1000
Dobon,https://tcgplayer-cdn.tcgplayer.com/product/486438_200w.jpg,https://cpt.tcgcsv.com/NBV5,0.05,,1000
Domino,https://tcgplayer-cdn.tcgplayer.com/product/486441_200w.jpg,https://cpt.tcgcsv.com/RBV5,0.06,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",1000
Byrnndi World,https://tcgplayer-cdn.tcgplayer.com/product/486445_200w.jpg,https://cpt.tcgcsv.com/WBV5,0.07,[Activate:Main] DON!! -8 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: This Character gains +792000 power during this turn.,
Hannyabal,https://tcgplayer-cdn.tcgplayer.com/product/486448_200w.jpg,https://cpt.tcgcsv.com/-BV5,0.21,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 purple [Impel Down] type card other than [Hannyabal] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",1000
Blugori,https://tcgplayer-cdn.tcgplayer.com/product/486451_200w.jpg,https://cpt.tcgcsv.com/2CV5,0.05,,1000
Magellan (085),https://tcgplayer-cdn.tcgplayer.com/product/486452_200w.jpg,https://cpt.tcgcsv.com/3CV5,3.93,"[On Play] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Your opponent returns 1 DON!! card from their field to their DON!! deck.
<br>
[Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck.",
Minokoala,https://tcgplayer-cdn.tcgplayer.com/product/486453_200w.jpg,https://cpt.tcgcsv.com/5CV5,0.12,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On K.O.] If your Leader has the [Impel Down] type, add up to 1 DON!! card from your DON!! deck and rest it.",1000
Minotaur,https://tcgplayer-cdn.tcgplayer.com/product/486454_200w.jpg,https://cpt.tcgcsv.com/6CV5,0.11,"[Double Attack] <em>(This card deals 2 damage.)</em>
<br>
[On K.O.] If your Leader has the [Impel Down] type, add up to 1 DON!! card from your DON!! deck and rest it.",1000
Sphinx,https://tcgplayer-cdn.tcgplayer.com/product/486455_200w.jpg,https://cpt.tcgcsv.com/7CV5,0.08,,1000
Judgment of Hell,https://tcgplayer-cdn.tcgplayer.com/product/486456_200w.jpg,https://cpt.tcgcsv.com/8CV5,0.18,"[Counter] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Give up to a total of 2 of your opponent's Leader or Character cards -3000 power during this turn.
<br>
[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",
Hydra,https://tcgplayer-cdn.tcgplayer.com/product/486457_200w.jpg,https://cpt.tcgcsv.com/9CV5,0.12,"[Main] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Give up to 1 of your opponent's Characters -3000 power during this turn.
<br>
[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",
Venom Road,https://tcgplayer-cdn.tcgplayer.com/product/486458_200w.jpg,https://cpt.tcgcsv.com/bCV5,0.07,"[Main] Add up to 1 DON!! card from your DON!! deck and set it as active.
<br>
[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",
Impel Down,https://tcgplayer-cdn.tcgplayer.com/product/486460_200w.jpg,https://cpt.tcgcsv.com/dCV5,0.05,"[Activate:Main] <strong>You may trash 1 card from your hand and rest this Stage</strong>: Look at 3 cards from the top of your deck; reveal up to 1 [Impel Down] type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",
Smoker (093),https://tcgplayer-cdn.tcgplayer.com/product/486462_200w.jpg,https://cpt.tcgcsv.com/gCV5,0.19,"[DON!! x1] [Activate:Main] [Once Per Turn] Give up to 1o of your opponent's Characters -1 cost during this turn. Then, if there is a Character with a cost of 0, this Leader gains +1000 power during this turn.",
Isuka,https://tcgplayer-cdn.tcgplayer.com/product/486464_200w.jpg,https://cpt.tcgcsv.com/jCV5,0.13,"[DON!! x1] [Once Per Turn] When this Character battles and K.O.'s your opponent's Character, set this Character as active.",1000
Onigumo,https://tcgplayer-cdn.tcgplayer.com/product/486467_200w.jpg,https://cpt.tcgcsv.com/mCV5,0.07,"If there is a Character with a cost of 0, this Character gains [Banish]. <em>(When this card deals damage, the target card is trashed without activating its Trigger.)</em>",1000
Kuzan (096),https://tcgplayer-cdn.tcgplayer.com/product/486468_200w.jpg,https://cpt.tcgcsv.com/nCV5,3.22,"[On Play] Draw 1 card.
<br>
[When Attacking] Give up to 1 of your opponent's Characters -4 cost during this turn.",
Komille,https://tcgplayer-cdn.tcgplayer.com/product/486471_200w.jpg,https://cpt.tcgcsv.com/rCV5,0.04,,1000
Koby,https://tcgplayer-cdn.tcgplayer.com/product/486474_200w.jpg,https://cpt.tcgcsv.com/vCV5,0.2,[On Play] <strong>You may trash 1 card from your hand</strong>: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,1000
Jango,https://tcgplayer-cdn.tcgplayer.com/product/486477_200w.jpg,https://cpt.tcgcsv.com/zCV5,0.05,"If you have [Fullbody], this Character cannot be K.O.'d in battle.",1000
Strawberry,https://tcgplayer-cdn.tcgplayer.com/product/486480_200w.jpg,https://cpt.tcgcsv.com/DCV5,0.04,"[When Attacking] If there is a Character with a cost of 0, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle.",
Smoker (102),https://tcgplayer-cdn.tcgplayer.com/product/486481_200w.jpg,https://cpt.tcgcsv.com/FCV5,0.22,"This Character cannot be K.O.'d by effects.
<br>
[When Attacking] If there is a Character with a cost of 0, this Character gains +2000 power during this battle.",1000
Sengoku,https://tcgplayer-cdn.tcgplayer.com/product/486482_200w.jpg,https://cpt.tcgcsv.com/GCV5,0.17,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters -2 cost during this turn.,2000
Sentomaru,https://tcgplayer-cdn.tcgplayer.com/product/486483_200w.jpg,https://cpt.tcgcsv.com/HCV5,0.06,[Trigger] Play this card.,1000
Tsuru,https://tcgplayer-cdn.tcgplayer.com/product/486484_200w.jpg,https://cpt.tcgcsv.com/JCV5,0.17,[On Play] Give up to 1 of your opponent's Characters -2 cost during this turn.,2000
Doberman,https://tcgplayer-cdn.tcgplayer.com/product/486485_200w.jpg,https://cpt.tcgcsv.com/KCV5,0.04,,1000
Donquixote Rosinante,https://tcgplayer-cdn.tcgplayer.com/product/486486_200w.jpg,https://cpt.tcgcsv.com/LCV5,0.09,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",1000
Jaguar.D.Saul,https://tcgplayer-cdn.tcgplayer.com/product/486487_200w.jpg,https://cpt.tcgcsv.com/MCV5,0.03,,1000
Hina,https://tcgplayer-cdn.tcgplayer.com/product/486488_200w.jpg,https://cpt.tcgcsv.com/NCV5,0.41,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Block] Select up to 1 of your opponent's Characters with a cost of 6 or less. The selected Character cannot attack during this turn.",1000
Fullbody,https://tcgplayer-cdn.tcgplayer.com/product/486489_200w.jpg,https://cpt.tcgcsv.com/PCV5,0.05,"[When Attacking] If you have [Jango], this card gains +3000 power during this battle.",1000
Bell-mere,https://tcgplayer-cdn.tcgplayer.com/product/486490_200w.jpg,https://cpt.tcgcsv.com/QCV5,0.18,"[Activate:Main] <strong>You may rest this Character</strong>: Give up to 1 of your opponent's Characters -1 cost during this turn. Then, up to 1 of your Leader or Character cards gains +1000 power during this turn.",1000
Helmeppo,https://tcgplayer-cdn.tcgplayer.com/product/486491_200w.jpg,https://cpt.tcgcsv.com/RCV5,0.09,"[When Attacking] Give up to 1 of your opponent's Characters -2 cost during this turn. Then, if there is a Character with a cost of 0, this Character gains +2000 power during this battle.
<br>
[Trigger] Play this card.",1000
Monkey.D.Garp (115),https://tcgplayer-cdn.tcgplayer.com/product/486492_200w.jpg,https://cpt.tcgcsv.com/SCV5,0.3,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with a cost of 0.,2000
Yamakaji,https://tcgplayer-cdn.tcgplayer.com/product/486493_200w.jpg,https://cpt.tcgcsv.com/TCV5,0.06,,1000
Ice Age,https://tcgplayer-cdn.tcgplayer.com/product/486494_200w.jpg,https://cpt.tcgcsv.com/VCV5,0.18,"[Main] Give up to 1 of your opponent's Characters -5 cost during this turn.
<br>
[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",
Yasakani Sacred Jewel,https://tcgplayer-cdn.tcgplayer.com/product/486546_200w.jpg,https://cpt.tcgcsv.com/XDV5,0.08,"[Counter] <strong>You may trash 1 card from your hand</strong>: Select up to 1 of your Characters. The selected Character cannot be K.O.'d during this battle.
<br>
[Trigger] K.O. up to 1 of your opponent's Stages with a cost of 3 or less.",
Meteor Volcano,https://tcgplayer-cdn.tcgplayer.com/product/486547_200w.jpg,https://cpt.tcgcsv.com/ZDV5,0.2,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 1 or less.
<br>
[Trigger] Draw 2 cards and trash 1 card from your hand.",
Revision Pack,https://tcgplayer-cdn.tcgplayer.com/product/487126_200w.jpg,https://cpt.tcgcsv.com/xSV5,5.86,,
Box Promotion Pack,https://tcgplayer-cdn.tcgplayer.com/product/488298_200w.jpg,https://cpt.tcgcsv.com/-kW5,3.42,,
Paramount War - Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/531775_200w.jpg,https://cpt.tcgcsv.com/wKg6,9.2,,
DON!! Card // Tutorial App Promo,https://tcgplayer-cdn.tcgplayer.com/product/549342_200w.jpg,https://cpt.tcgcsv.com/SLp6,0.08,Your Turn +1000,
Curiel,https://tcgplayer-cdn.tcgplayer.com/product/501643_200w.jpg,https://cpt.tcgcsv.com/TG06,Red,Whitebeard Pirates,
Speed Jil,https://tcgplayer-cdn.tcgplayer.com/product/501644_200w.jpg,https://cpt.tcgcsv.com/VG06,Red,Whitebeard Pirates,
Namule,https://tcgplayer-cdn.tcgplayer.com/product/501645_200w.jpg,https://cpt.tcgcsv.com/WG06,Red,Fish-Man;Whitebeard Pirates,
Haruta,https://tcgplayer-cdn.tcgplayer.com/product/501646_200w.jpg,https://cpt.tcgcsv.com/XG06,Red,Whitebeard Pirates,
Fossa,https://tcgplayer-cdn.tcgplayer.com/product/501647_200w.jpg,https://cpt.tcgcsv.com/ZG06,Red,Whitebeard Pirates,
Fiery Doll,https://tcgplayer-cdn.tcgplayer.com/product/501649_200w.jpg,https://cpt.tcgcsv.com/_G06,Red,Whitebeard Pirates,
Striker,https://tcgplayer-cdn.tcgplayer.com/product/501650_200w.jpg,https://cpt.tcgcsv.com/0H06,Red,Whitebeard Pirates,
Alvida,https://tcgplayer-cdn.tcgplayer.com/product/501652_200w.jpg,https://cpt.tcgcsv.com/3H06,Green,East Blue;Alvida Pirates,
Sham,https://tcgplayer-cdn.tcgplayer.com/product/501654_200w.jpg,https://cpt.tcgcsv.com/6H06,Green,East Blue;Black Cat Pirates,
